"annotation_id","annotator","created_at","environment","id","lead_time","other","price","quality","sentence","service","updated_at" 
1722,"1","2025-06-23T08:14:11.379394Z","",197,4.852,"","","","at      inr plus taxes per head we expected the basics  quality service   excellent food ","","2025-06-23T08:14:11.379394Z"
1723,"1","2025-06-23T08:14:14.782726Z","",197,3.1,"","","","imagine our shock when we received exactly the opposite ","","2025-06-23T08:14:14.782726Z"
1724,"1","2025-06-23T08:14:16.867252Z","",197,1.776,"","","","  ","","2025-06-23T08:14:16.867252Z"
1725,"1","2025-06-23T08:14:58.315408Z","",197,41.144,"","","","the linen on the table we were seated at had cigarette holes in it ","Negative","2025-06-23T08:14:58.315408Z"
1726,"1","2025-06-23T08:15:06.058282Z","",197,7.417,"","","","  ","","2025-06-23T08:15:06.058282Z"
1727,"1","2025-06-23T08:15:41.853405Z","",197,35.489,"","","","the livery was stained ","","2025-06-23T08:15:41.853405Z"
1728,"1","2025-06-23T08:15:43.025202Z","",197,0.86,"","","","  ","","2025-06-23T08:15:43.025202Z"
1729,"1","2025-06-23T08:15:48.187824Z","",197,4.851,"","","","the restaurant hadn t set up yet even though it was      hrs by the time we arrived ","Negative","2025-06-23T08:15:48.187824Z"
1730,"1","2025-06-23T08:15:49.422899Z","",197,0.902,"","","","  ","","2025-06-23T08:15:49.422899Z"
1731,"1","2025-06-23T08:16:02.248111Z","Negative",197,12.499,"","","","instead of being given comfortable seating  we were given plastic chairs with white wraps on them ","","2025-06-23T08:16:02.248111Z"
1732,"1","2025-06-23T08:16:03.579464Z","",197,1.012,"","","","  ","","2025-06-23T08:16:03.579464Z"
1733,"1","2025-06-23T08:16:39.970157Z","",197,36.009,"","","Negative","the cream of asparagus soup was like toilet water ","","2025-06-23T08:16:39.970157Z"
1734,"1","2025-06-23T08:16:47.714377Z","",197,7.422,"","","Negative","so was the avocado chicken corn chowder soup ","","2025-06-23T08:16:47.714377Z"
1735,"1","2025-06-23T08:16:53.425167Z","",197,5.381,"","","","they refused to give us extra croutons because we ve already eaten too many ","Negative","2025-06-23T08:16:53.425167Z"
1736,"1","2025-06-23T08:16:58.552868Z","",197,4.793,"","","","what else is one supposed to do when you are served such bad tasting soup ","","2025-06-23T08:16:58.552868Z"
1737,"1","2025-06-23T08:16:59.631340Z","",197,0.768,"","","","  ","","2025-06-23T08:16:59.631340Z"
1738,"1","2025-06-23T08:18:11.208003Z","",197,71.261,"","","Negative","the bharwab subz kebab was dry like dried meat  the grilled buffalo chicken was terrible smelling only   how to eat   the lamb galouti was decent and the vegetable lumpia was oily and tiny ","","2025-06-23T08:18:11.208003Z"
1739,"1","2025-06-23T08:18:39.237145Z","",197,27.347,"","","Negative","  all in all the appetizers were equally useless ","","2025-06-23T08:18:39.237145Z"
1740,"1","2025-06-23T08:18:40.466236Z","",197,0.859,"","","","  ","","2025-06-23T08:18:40.466236Z"
1741,"1","2025-06-23T08:19:27.478601Z","",197,21.154,"","","","moving onto the main course now   for the vegetarian me  i was given a choice between the anjeer kesar kofte and spinach   ricotta ravioli ","","2025-06-23T08:19:27.478601Z"
1742,"1","2025-06-23T08:19:29.477492Z","",197,1.688,"","","","i obviously chose the latter d uh ","","2025-06-23T08:19:29.477492Z"
1743,"1","2025-06-23T08:19:32.499147Z","",197,2.722,"","","","big mistake ","","2025-06-23T08:19:32.499147Z"
1744,"1","2025-06-23T08:19:42.864331Z","",197,7.782,"","","Negative","when i asked the server why the ravioli was so dry  i was told that the halogen lamp made it so ","","2025-06-23T08:19:42.864331Z"
1745,"1","2025-06-23T08:19:46.835513Z","",197,3.645,"","","","then why keep it under the lamp for so long ","","2025-06-23T08:19:46.835513Z"
1746,"1","2025-06-23T08:19:55.209830Z","",197,8.064,"","","Negative","and the former you ask  it was so sweet  it was like drinking chaasni   the sugar water from the rasgulla or gulab jamun dabba ","","2025-06-23T08:19:55.209830Z"
1747,"1","2025-06-23T08:19:56.422705Z","",197,0.907,"","","","  ","","2025-06-23T08:19:56.422705Z"
1748,"1","2025-06-23T08:20:03.748356Z","",197,7.019,"","","","not like the non vegetarians had it any better ","","2025-06-23T08:20:03.748356Z"
1749,"1","2025-06-23T08:20:06.766218Z","",197,2.665,"","","","  hours braised lamb shank or nalli nihari or murgh methi ","","2025-06-23T08:20:06.766218Z"
1750,"1","2025-06-23T08:20:16.155561Z","",197,9.079,"","","Negative","lamb   it was more bones than lamb and also  baby lamb such a tiny piece that my husband had to eat another dinner after we got home ","","2025-06-23T08:20:16.155561Z"
1751,"1","2025-06-23T08:20:20.370727Z","",197,8.04,"","","","nalli nihari   more like nal ka paani ","","2025-06-23T08:20:35.927813Z"
1752,"1","2025-06-23T08:20:23.542809Z","",197,2.799,"","","Negative","no taste no nihari ","","2025-06-23T08:20:23.542809Z"
1753,"1","2025-06-23T08:20:48.707957Z","",197,9.956,"","","Negative","murgh methi   whywhywhy so many bones in a dosh which one assumes is boneless and that too in a   star hotel ","","2025-06-23T08:20:48.707957Z"
1754,"1","2025-06-23T08:20:53.745111Z","",197,4.668,"","","","roti you ask ","","2025-06-23T08:20:53.745111Z"
1755,"1","2025-06-23T08:20:55.629729Z","",197,1.588,"","","","  please do not ","","2025-06-23T08:20:55.629729Z"
1756,"1","2025-06-23T08:20:56.687101Z","",197,0.762,"","","","  ","","2025-06-23T08:20:56.687101Z"
1757,"1","2025-06-23T08:21:00.240976Z","",197,3.258,"","","","and last but not the least  dessert ","","2025-06-23T08:21:00.240976Z"
1758,"1","2025-06-23T08:21:08.004758Z","",197,7.374,"","","","vanilla bean pannacotta   i make better pannacotta and i just wanted to cry ","","2025-06-23T08:21:08.004758Z"
1759,"1","2025-06-23T08:21:13.819883Z","",197,5.511,"","","Negative","the coulis was just sugar water with some red colouring ","","2025-06-23T08:21:13.819883Z"
1760,"1","2025-06-23T08:21:18.053017Z","",197,3.86,"","","Negative","kesar malai kulfi   this was bought from scoops ","","2025-06-23T08:21:18.053017Z"
1761,"1","2025-06-23T08:21:20.572042Z","",197,2.15,"","","","the server told us also ","","2025-06-23T08:21:20.572042Z"
1762,"1","2025-06-23T08:21:23.849976Z","",197,2.953,"","","","the only thing on the menu that tasted fantastic ","","2025-06-23T08:21:23.849976Z"
1763,"1","2025-06-23T08:21:25.912699Z","",197,1.746,"","","","ate   and went home ","","2025-06-23T08:21:25.912699Z"
1764,"1","2025-06-23T08:21:55.588627Z","",198,40.044,"","","Negative","look at the quantity of icecream charging     and the product should be worth to it right       and the brownie is not at all backed its completed rock chilled","","2025-06-23T08:22:38.866208Z"
1765,"1","2025-06-23T08:22:47.203661Z","",199,6.772,"","","","eagerly waited for food with kids     only half order delivered    spent rest of the time chasing the rest of the order                                      ","Negative","2025-06-23T08:22:47.203661Z"
1766,"1","2025-06-23T08:22:53.462063Z","",200,5.935,"","","","ordered nellore chapala pulusu and andhra kodi kura ","","2025-06-23T08:22:53.462063Z"
1767,"1","2025-06-23T08:22:56.704457Z","",200,2.941,"","","Negative","both are worst awful tasteless pathetic ","","2025-06-23T08:22:56.704457Z"
1768,"1","2025-06-23T08:23:02.451153Z","",200,5.431,"Negative","","","dont waste your money and time  complete useless stuff ","","2025-06-23T08:23:02.451153Z"
1769,"1","2025-06-23T08:23:05.862087Z","",201,3.081,"","","Negative","no proper food ","","2025-06-23T08:23:05.862087Z"
1770,"1","2025-06-23T08:23:07.338893Z","",201,2.348,"Negative","","","wouldn t recommend to anyone ","","2025-06-23T08:23:12.261063Z"
1771,"1","2025-06-23T08:23:16.478421Z","",201,1.671,"","","","they dont even bother to come when we call them ","Negative","2025-06-23T08:23:16.478421Z"
1772,"1","2025-06-23T08:23:18.886299Z","",201,2.085,"","","","forget about serving us ","Negative","2025-06-23T08:23:18.886299Z"
1773,"1","2025-06-23T08:23:21.095597Z","",201,1.788,"Negative","","","very bad experience ","","2025-06-23T08:23:21.095597Z"
1774,"1","2025-06-23T08:23:25.747931Z","",202,4.344,"","","","manager was so cheap n attitude showing ego to the guest   we visited thrice this time    management pliz take serious action to the manager or else he vil let the business down  ","Negative","2025-06-23T08:23:25.747931Z"
1775,"1","2025-06-23T08:23:30.614847Z","",203,4.55,"","","","cant even give a straw with shake how am i supposed to drink ","","2025-06-23T08:23:30.614847Z"
1776,"1","2025-06-23T08:23:36.115440Z","",204,5.192,"","","Negative","less quantity","","2025-06-23T08:23:36.116526Z"
1777,"1","2025-06-23T08:24:05.140905Z","",205,28.701,"","","Positive","the one star is not for food  it s pretty decent ","","2025-06-23T08:24:05.140905Z"
1778,"1","2025-06-23T08:24:08.199016Z","",205,2.675,"","","","i visited with my friends and the crowd was really less ","","2025-06-23T08:24:08.199016Z"
1779,"1","2025-06-23T08:24:12.222313Z","",205,3.722,"","","","we were there for a short period of time and awaiting our cab ","","2025-06-23T08:24:12.222313Z"
1780,"1","2025-06-23T08:24:14.447221Z","",205,1.87,"","","","the staff was constantly asking  aap ka hogaya   ","","2025-06-23T08:24:14.447221Z"
1781,"1","2025-06-23T08:24:19.791901Z","",205,5.041,"","","","we informed that we are waiting for our cab and the one of the staff member pointed out there is your cab ","","2025-06-23T08:24:19.791901Z"
1782,"1","2025-06-23T08:24:23.000090Z","",205,6.669,"","","","they just wanted to get rid of us  was the place crowded no ","Negative","2025-06-23T08:24:34.878078Z"
1783,"1","2025-06-23T08:24:39.711938Z","",205,3.168,"","","","were we eating there for free ","","2025-06-23T08:24:39.713694Z"
1784,"1","2025-06-23T08:24:41.322322Z","",205,1.318,"","","","no ","","2025-06-23T08:24:41.322322Z"
1785,"1","2025-06-23T08:24:43.886951Z","",205,2.269,"Negative","","","never visiting this place again   ","","2025-06-23T08:24:43.886951Z"
1786,"1","2025-06-23T08:24:46.679140Z","",206,2.483,"","","","i have been to this place for my team lunch on   nd feb  we opted for buffet ","","2025-06-23T08:24:46.679140Z"
1787,"1","2025-06-23T08:24:51.698054Z","",206,4.724,"","","","just to serve the soup they took    mins and starters for another    mins ","Negative","2025-06-23T08:24:51.698054Z"
1788,"1","2025-06-23T08:25:00.323591Z","",206,8.308,"","","","apparently they didn t serve the soup to all my team members and when we tried talking to the manager he was not available neither the servers ","Negative","2025-06-23T08:25:00.323591Z"
1789,"1","2025-06-23T08:25:54.956703Z","",206,54.316,"","","","they hardly have any options available for veg or non veg ","Negative","2025-06-23T08:25:54.956703Z"
1790,"1","2025-06-23T08:25:59.575953Z","",206,4.303,"","","Negative","food taste is not great and whole service is pathetic ","Negative","2025-06-23T08:25:59.575953Z"
1791,"1","2025-06-23T08:26:09.303739Z","",206,9.335,"","","","what we thought will be a memorable time resulted in frustration for choosing this place ","","2025-06-23T08:26:09.304350Z"
1792,"1","2025-06-23T08:26:12.790127Z","",206,3.164,"Negative","","","not going again neither recommend ","","2025-06-23T08:26:12.790127Z"
1793,"1","2025-06-23T08:26:15.694372Z","",207,2.594,"Negative","","","this is the worst barbeque   i have ever seen in my life ","","2025-06-23T08:26:15.694372Z"
1794,"1","2025-06-23T08:26:18.125001Z","",207,2.118,"","","","barbeque for name sake ","","2025-06-23T08:26:18.125001Z"
1795,"1","2025-06-23T08:26:33.457726Z","",207,15.024,"","","Negative","no barbeque item like paneer  fish was baked properly ","","2025-06-23T08:26:33.457726Z"
1796,"1","2025-06-23T08:26:37.254116Z","",207,3.404,"","Negative","","waste of money","","2025-06-23T08:26:37.254116Z"
1797,"1","2025-06-23T08:26:41.786803Z","",208,4.201,"","","","the place lost its charm and service ","","2025-06-23T08:26:41.786803Z"
1798,"1","2025-06-23T08:27:00.271267Z","",208,18.175,"","","","things like drinking glass with bottle of water that too   glass in the whole restaurant  ","","2025-06-23T08:27:00.271267Z"
1799,"1","2025-06-23T08:27:05.528908Z","",208,4.941,"","","","serving plate with food is something you have to ask for ","Negative","2025-06-23T08:27:05.528908Z"
1800,"1","2025-06-23T08:27:08.231053Z","",208,2.383,"","","","tissue paper on table is missing again ask for it ","Negative","2025-06-23T08:27:08.231053Z"
1801,"1","2025-06-23T08:27:13.020712Z","",208,4.473,"","","","in all my last visit as everything have shelve life    rip chocolate room  ","Negative","2025-06-23T08:27:13.020712Z"
1802,"1","2025-06-23T08:27:14.848032Z","",209,2.162,"","","Negative","awful burger ","","2025-06-23T08:27:18.203332Z"
1803,"1","2025-06-23T08:27:24.233191Z","",210,4.687,"","","","kya gaand wala khana banaye aapne   sala kutta bhi ulti karega ise khake             phir uska zaroorat se zyada packing kiya   ","","2025-06-23T08:27:24.233191Z"
1804,"1","2025-06-23T08:27:25.822705Z","",210,1.283,"","","","kya faida khana acha nahi hai   dukaan band kar ke chai bhej","","2025-06-23T08:27:25.822705Z"
1805,"1","2025-06-23T08:28:36.337094Z","",211,70.203,"","","","fine that you are taking cover charge but why are you deructing rs    we did not get place to seat then why is this defuction are you not going to take service charge ","Negative","2025-06-23T08:28:36.337094Z"
1806,"1","2025-06-23T08:28:54.433559Z","",212,17.775,"","Negative","Negative","  tiny veg momos is what you get for rs    ","","2025-06-23T08:28:54.433559Z"
1807,"1","2025-06-23T08:29:15.100604Z","",212,20.331,"","","","hyderabad is paradise for food lover but this place is a blot on hyderabad ","","2025-06-23T08:29:15.100604Z"
1808,"1","2025-06-23T08:29:59.927528Z","",212,3.35,"","","","added a pic ","","2025-06-23T08:29:59.927528Z"
1809,"1","2025-06-23T08:30:03.725088Z","",212,3.488,"","","","this is what you get in momos ","","2025-06-23T08:30:03.725088Z"
1810,"1","2025-06-23T08:30:06.540561Z","",212,2.494,"Negative","","","please avoid","","2025-06-23T08:30:06.540561Z"
1811,"1","2025-06-23T08:30:24.673421Z","",213,4.81,"","","","worst service and behaviour is extremely rude and unprofessional by d staffs as well as manager ","Negative","2025-06-23T08:30:24.673421Z"
1812,"1","2025-06-23T08:30:26.988144Z","",213,1.997,"","","","manager is short tempered and unsocial ","Negative","2025-06-23T08:30:26.988144Z"
1813,"1","2025-06-23T08:30:30.478069Z","",213,3.176,"Negative","","","i ll never suggest for this pub ","","2025-06-23T08:30:30.478069Z"
1814,"1","2025-06-23T08:30:58.995180Z","",214,28.198,"","","Negative","no option to give zero or less   visited the place with friends during the happy hours    food and drinks  friends has opted for whiskey and myself has ordered for mocktail  requested for less sugar syrup   which was not honoured at all    food portion was so less that a kid can gulp it at one go   some of the items were reheated and served  ","Negative","2025-06-23T08:30:58.995180Z"
1815,"1","2025-06-23T08:31:14.510291Z","",214,15.188,"","","","the biggest surprise came along with bill   they thought the group was drunk and no matching to the number of drinks ordered vs billed   serious integrity issues   we called them to correct which took good amount of time  least bothered to apologize or explain   no go place  blocked the place  ","Negative","2025-06-23T08:31:14.510291Z"
1816,"1","2025-06-23T08:31:25.759658Z","",215,10.763,"","","","food is awesome  but delivered food after      hours late when called and asked they replied  there are lot of orders this is not fare we waited almost   mins for   mins delivery","Negative","2025-06-23T08:31:25.759658Z"
1817,"1","2025-06-23T08:31:36.560742Z","",216,10.445,"","","Negative","biiyani which you was deliveyed was worst ","","2025-06-23T08:31:36.560742Z"
1818,"1","2025-06-23T08:32:33.571274Z","",216,56.644,"","","","till the date i haven t eat this kind of biiyani ","","2025-06-23T08:32:33.571274Z"
1819,"1","2025-06-23T08:32:36.839070Z","",216,2.926,"","","Negative","worst taste ","","2025-06-23T08:32:36.839070Z"
1820,"1","2025-06-23T08:32:38.539629Z","",216,1.347,"","","Negative","i can t even eat it ","","2025-06-23T08:32:38.539629Z"
1821,"1","2025-06-23T08:32:41.010630Z","",216,2.152,"","","Negative","i kept the biiyani in the dust bin ","","2025-06-23T08:32:41.010630Z"
1822,"1","2025-06-23T08:32:44.417363Z","",216,3.079,"","","","and also i have order kaju biiyani  and i did not get even   kaju  pieces also                                                     ","Negative","2025-06-23T08:32:44.417363Z"
1823,"1","2025-06-23T08:32:47.313508Z","",217,2.577,"","","Negative","very poor quality food and service ","Negative","2025-06-23T08:32:47.313508Z"
1824,"1","2025-06-23T08:32:51.618208Z","",217,3.932,"","","","surprised to find such a restaurant on zomato ","","2025-06-23T08:32:51.618208Z"
1825,"1","2025-06-23T08:33:12.603189Z","",217,20.663,"","","","seemed like they have taken customer satisfaction for granted ","","2025-06-23T08:33:12.603189Z"
1826,"1","2025-06-23T08:33:15.475897Z","",217,2.561,"","","","please look into it ","","2025-06-23T08:33:15.475897Z"
1827,"1","2025-06-23T08:33:18.047752Z","",218,2.258,"","","Negative","worst pizza i have ever had ","","2025-06-23T08:33:18.047752Z"
1828,"1","2025-06-23T08:34:09.464277Z","",219,51.096,"","","","i visited on   th nov morning around   am to pick up a cake ","","2025-06-23T08:34:09.464277Z"
1829,"1","2025-06-23T08:34:12.398467Z","",219,2.603,"","","","the outlet was medium crowded ","","2025-06-23T08:34:12.398467Z"
1830,"1","2025-06-23T08:34:19.326868Z","",219,6.577,"","","","as i pick up my cake and go ahead for billing  i see only one out of three billing counters is operating ","","2025-06-23T08:34:19.326868Z"
1831,"1","2025-06-23T08:34:28.689530Z","",219,9.043,"","","","although i was the second one in the cue but the family whose billing was under process had more than   basket filled with items which approx would have more than    items ","","2025-06-23T08:34:28.689530Z"
1832,"1","2025-06-23T08:34:34.167383Z","",219,5.154,"","","","in not less than   mins the cue extended till   people waiting for the billing ","","2025-06-23T08:34:34.167383Z"
1833,"1","2025-06-23T08:34:42.196274Z","",219,10.138,"","","","when asked to the manager  to operate other billing counters he replied  we don t have manpower  ","Negative","2025-06-23T08:34:52.193485Z"
1834,"1","2025-06-23T08:35:06.519117Z","",219,12.402,"","","","frustrated with the cue  we asked how can you just have manpower for one billing counter where you have machinery available for   he replied   we don t have money to hire  ","Negative","2025-06-23T08:35:06.519117Z"
1835,"1","2025-06-23T08:35:07.869391Z","",219,1.023,"","","","what an experience ","","2025-06-23T08:35:07.869391Z"
1836,"1","2025-06-23T08:35:17.609693Z","",220,18.744999999999997,"","","","ordered mix veg and tandoori roti twice in a gap of    days  first time it was awesome food forcing us to repeat the order ","","2025-06-23T08:35:43.763444Z"
1837,"1","2025-06-23T08:35:22.402945Z","",220,4.468,"","","","second time it was real disaster ","","2025-06-23T08:35:22.402945Z"
1838,"1","2025-06-23T08:35:26.001357Z","",220,3.167,"","","Negative","terrible food  burnt roti and not so good subzi as well ","","2025-06-23T08:35:26.001357Z"
1839,"1","2025-06-23T08:36:12.568232Z","",221,9.363,"","","Negative","ordered momos from swiggy and this is what i get  stinky and broken momos ","","2025-06-23T08:36:12.568232Z"
1840,"1","2025-06-23T08:36:16.122609Z","",221,3.229,"","","Negative","i have never seen such worst and bad momos ever in my life ","","2025-06-23T08:36:16.122609Z"
1841,"1","2025-06-23T08:36:18.806374Z","",221,3.6610000000000005,"Negative","","","i ll never order anything from here again","","2025-06-23T08:36:22.523359Z"
1842,"1","2025-06-23T08:37:04.546928Z","",222,39.888,"","","","i got cheese corn parantha ","","2025-06-23T08:37:04.546928Z"
1843,"1","2025-06-23T08:37:08.120758Z","",222,3.224,"","","","while i had ordered mexican corn","Negative","2025-06-23T08:37:08.120758Z"
1844,"1","2025-06-23T08:37:30.015060Z","",223,21.563,"","","","i went here earlier some time back and was really impressed ","","2025-06-23T08:37:30.015060Z"
1845,"1","2025-06-23T08:37:35.362025Z","",223,5.025,"","","","loved the sizzlers   so i recommended it for a team lunch ","","2025-06-23T08:37:35.362025Z"
1846,"1","2025-06-23T08:38:12.964335Z","",223,37.274,"","","","they preferred buffet  so instead of going for different kinds of sizzlers  we went ahead with the buffet ","","2025-06-23T08:38:12.964335Z"
1847,"1","2025-06-23T08:38:19.342910Z","",223,6.052,"","","","the most disappointing part was   despite a reservation for       pm  nothing was served till       ","Negative","2025-06-23T08:38:19.342910Z"
1848,"1","2025-06-23T08:38:22.345182Z","",223,2.623,"","","","no body even looked at the table  as they did not want to even respond ","Negative","2025-06-23T08:38:22.345182Z"
1849,"1","2025-06-23T08:38:28.596866Z","",223,5.912,"","","","we can accept a delay but negligence is not acceptable ","Negative","2025-06-23T08:38:28.596866Z"
1850,"1","2025-06-23T08:38:32.175537Z","",223,3.256,"","","","we had to go back to them and ask for water and keep inquiring when the food would be ready ","","2025-06-23T08:38:32.175537Z"
1851,"1","2025-06-23T08:38:36.650627Z","",223,4.149,"","","Negative","finally they served and none of us liked the food ","","2025-06-23T08:38:36.650627Z"
1852,"1","2025-06-23T08:38:49.443342Z","",223,12.459,"","","","all they could relish was coke and gulab jamun ","","2025-06-23T08:38:49.443342Z"
1853,"1","2025-06-23T08:38:53.619898Z","",223,3.851,"","","","even if the food was not good  i would not give such rating ","","2025-06-23T08:38:53.619898Z"
1854,"1","2025-06-23T08:38:56.246469Z","",223,2.324,"","","","but the service is very disappointing ","Negative","2025-06-23T08:38:56.246469Z"
1855,"1","2025-06-23T08:39:00.429886Z","",223,3.861,"","","","if if there is an issue  we would be glad to understand the reason for delay ","","2025-06-23T08:39:00.429886Z"
1856,"1","2025-06-23T08:39:07.678634Z","",223,6.93,"","","","but being rude and ignoring when we are at a restaurant was least expected ","Negative","2025-06-23T08:39:07.678634Z"
1857,"1","2025-06-23T08:39:12.646419Z","",223,4.646,"Negative","","","don t think i would go back there again ","","2025-06-23T08:39:12.646419Z"
1858,"1","2025-06-23T08:39:17.953720Z","",224,4.98,"","","","i am waiting for    mint ","","2025-06-23T08:39:17.953720Z"
1859,"1","2025-06-23T08:39:23.376537Z","",224,5.11,"","","","staff this is eignor i tollk to not care ","Negative","2025-06-23T08:39:23.376537Z"
1860,"1","2025-06-23T08:39:28.018953Z","",224,4.32,"","","","i am regular customer  last bling time very very pathetic experience ","","2025-06-23T08:39:28.018953Z"
1861,"1","2025-06-23T08:39:37.367337Z","",224,9.025,"","","","customers we have don t talk me ","","2025-06-23T08:39:37.367337Z"
1862,"1","2025-06-23T08:39:41.457926Z","",224,3.729,"","","","we have respect for guests ","","2025-06-23T08:39:41.457926Z"
1863,"1","2025-06-23T08:39:45.431743Z","",224,3.651,"","","","you have caser not respected ","Negative","2025-06-23T08:39:45.431743Z"
1864,"1","2025-06-23T08:39:53.944452Z","",224,8.188,"","","","i am customer  plz plz plz manager be careful to the caser we not have respected hin very pathetic bave ","","2025-06-23T08:39:53.944452Z"
1865,"1","2025-06-23T08:39:55.389361Z","",224,1.109,"","","","i am regular customer ","","2025-06-23T08:39:55.389361Z"
1866,"1","2025-06-23T08:39:56.671203Z","",224,0.968,"","","","last and fast","","2025-06-23T08:39:56.671203Z"
1867,"1","2025-06-23T08:40:04.330766Z","",225,7.343,"Negative","","","not good at all ","","2025-06-23T08:40:04.330766Z"
1868,"1","2025-06-23T08:40:05.706313Z","",225,1.046,"","","","tonight i went there ","","2025-06-23T08:40:05.706313Z"
1869,"1","2025-06-23T08:40:08.828035Z","",225,2.81,"","","","ac section has different charges ","","2025-06-23T08:40:08.828035Z"
1870,"1","2025-06-23T08:40:11.861022Z","",225,6.026,"","","Negative","i tried alsaba special currie s also grill chicken neither of the dish was good ","","2025-06-23T08:40:17.991569Z"
1871,"1","2025-06-23T08:40:28.115156Z","",225,8.057,"","","Neutral","only biryani is considerable ","","2025-06-23T08:40:28.115156Z"
1872,"1","2025-06-23T08:42:43.193989Z","",226,134.733,"","","Negative","they have mentioned as special chicken shawarma but nothing special in it and surprisingly no chicken in chicken shawarma ","","2025-06-23T08:42:43.193989Z"
1873,"1","2025-06-23T08:42:47.063924Z","",226,3.535,"","","Negative","quantity is also very less  don t prefer this place for chicken shawarma ","","2025-06-23T08:42:47.063924Z"
1874,"1","2025-06-23T08:43:08.145199Z","",226,20.745,"Negative","","","it s waste of money to order from this place","","2025-06-23T08:43:08.145199Z"
1875,"1","2025-06-23T08:44:09.523594Z","",227,61.042,"","","","you need to improve your packing ","Negative","2025-06-23T08:44:09.523594Z"
1876,"1","2025-06-23T08:44:11.905128Z","",227,2.048,"","","","had ordered veg thai green curry with rice ","","2025-06-23T08:44:11.905128Z"
1877,"1","2025-06-23T08:44:15.239326Z","",227,2.991,"","","","by the time it was delivered to me  curry had splashed all over the container   even leaking from package ","Negative","2025-06-23T08:44:15.240323Z"
1878,"1","2025-06-23T08:44:18.924217Z","",227,3.325,"","","","zomato delivery person said it leaked while getting it ","Negative","2025-06-23T08:44:18.924217Z"
1879,"1","2025-06-23T08:44:21.803632Z","",227,2.551,"","","","had second thoughts abt whether to consume it or not ","","2025-06-23T08:44:21.803632Z"
1880,"1","2025-06-23T08:44:24.626552Z","",228,2.496,"Negative","","","pathetic experience i have had in recent times ","","2025-06-23T08:44:24.626552Z"
1881,"1","2025-06-23T08:44:26.815274Z","",228,1.863,"","","","arrived for buffet at  pm i  saturday afternoon ","","2025-06-23T08:44:26.815274Z"
1882,"1","2025-06-23T08:44:31.407276Z","",228,4.266,"","","Negative","the food was cold as ice  no starters at the food table and support staff least bothered about checking on food and customers ","Negative","2025-06-23T08:44:31.407276Z"
1883,"1","2025-06-23T08:44:44.600729Z","",228,15.719000000000001,"","","Negative","the only thing that was severed as per it s level was the welcome drink and unsatisfied food experience ","","2025-06-23T08:44:49.901040Z"
1884,"1","2025-06-23T08:45:03.916337Z","",228,12.655,"","","Negative","until raising voice at the restaurant and threarting them on not paying the is when they got the attention and realized that shit food was cold ","Negative","2025-06-23T08:45:03.916337Z"
1885,"1","2025-06-23T08:45:11.432673Z","",228,7.195,"","","Negative","later is when they got the hot food which no variety and disappointed good experience ","","2025-06-23T08:45:11.432673Z"
1886,"1","2025-06-23T08:45:15.532438Z","",228,3.757,"Negative","","","will not prefer anyone to visit this place and was a disappointing experience for a office team lunch and regret choosing this place as option ","","2025-06-23T08:45:15.532438Z"
1887,"1","2025-06-23T08:45:28.215809Z","",228,12.368,"Negative","","","really disappointed","","2025-06-23T08:45:28.215809Z"
1888,"1","2025-06-23T08:45:31.281807Z","",229,2.736,"","","Negative","all nana were burnt   paneer curry was tasteless","","2025-06-23T08:45:31.281807Z"
1889,"1","2025-06-23T08:45:37.397080Z","",230,5.802,"","","Negative","till now this is the worst shawarma what i tasted very very bad taste and worst very dry and oily this is the best in bad taste quality of a chicken is also very bad","","2025-06-23T08:45:37.397080Z"
1890,"1","2025-06-23T08:45:38.874922Z","",231,1.138,"","","","we went here for a friend s birthday ","","2025-06-23T08:45:38.874922Z"
1891,"1","2025-06-23T08:45:55.172449Z","",231,15.969,"","","Negative","the service is extremely bad ","","2025-06-23T08:45:55.172449Z"
1892,"1","2025-06-23T08:47:45.290195Z","",231,16.664,"","","","the servers routinely forgot orders and various dishes didn t come and they still charged us for the same ","Negative","2025-06-23T08:47:45.290195Z"
1893,"1","2025-06-23T08:47:51.689826Z","",231,6.091,"","","","we had to fight to get those off the bill ","","2025-06-23T08:47:51.689826Z"
1894,"1","2025-06-23T08:48:05.700528Z","",231,13.699,"","","Negative","the food is also bland and nothing to write home about ","","2025-06-23T08:48:05.700528Z"
1895,"1","2025-06-23T08:48:08.313085Z","",231,2.296,"Negative","","","extremely disappointed ","","2025-06-23T08:48:08.313085Z"
1896,"1","2025-06-23T08:48:10.172318Z","",231,1.562,"Negative","","","not at all recommended ","","2025-06-23T08:48:10.172318Z"
1897,"1","2025-06-23T08:48:12.656045Z","",232,2.193,"","","Negative","mutton biryani was worst ","","2025-06-23T08:48:12.656045Z"
1898,"1","2025-06-23T08:48:16.757371Z","",232,3.787,"","","Negative","no proper taste  less pieces that too not prperly cooked ","","2025-06-23T08:48:16.757371Z"
1899,"1","2025-06-23T08:48:18.946396Z","",232,1.825,"Negative","","","worst experience","","2025-06-23T08:48:18.946396Z"
1900,"1","2025-06-23T08:48:24.463610Z","",233,5.218,"","","","came to get dinner  made a reservation in advance ","","2025-06-23T08:48:24.463610Z"
1901,"1","2025-06-23T08:48:31.549758Z","",233,6.759,"","","","sat for the first    mins waiting for someone to get a menu and water   after    mins of waiting for water and asking a few times for someone to take the order we decided to leave when no one came ","Negative","2025-06-23T08:48:31.549758Z"
